wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�;w1_zaszczepieni_w_wieku_0_11;w1_zaszczepieni_w_wieku_12_19;w1_zaszczepieni_w_wieku_20_39;w1_zaszczepieni_w_wieku_40_59;w1_zaszczepieni_w_wieku_60_69;w1_zaszczepieni_w_wieku_70plus;w3_zaszczepieni_pe�n�_dawk�_w_wieku_0_11;w3_zaszczepieni_pe�n�_dawk�_w_wieku_12_19;w3_zaszczepieni_pe�n�_dawk�_w_wieku_20_39;w3_zaszczepieni_pe�n�_dawk�_w_wieku_40_59;w3_zaszczepieni_pe�n�_dawk�_w_wieku_60_69;w3_zaszczepieni_pe�n�_dawk�_w_wieku_70plus
14;mazowieckie;1403;garwoliński;1403112;gm.w Sobolew;Siedlecki;8173;3425;3277;41,9063;40,0954;0;188;903;1124;673;537;0;175;852;1081;651;518
12;małopolskie;1202;brzeski;1202012;gm.w Borzęcin;Tarnowski;8267;3377;3313;40,8492;40,075;0;140;884;1144;614;595;0;135;867;1119;603;589
2;dolnośląskie;201;bolesławiecki;201043;gm.m-w. Nowogrodziec;Jeleniogórski;15229;6278;6099;41,224;40,0486;0;279;1567;2117;1309;1006;0;257;1516;2074;1272;980
30;wielkopolskie;3007;kaliski;3007053;gm.m-w. Koźminek;Kaliski;7548;3111;3021;41,2162;40,0238;0;126;749;1077;592;567;0;119;722;1050;580;550
26;świętokrzyskie;2606;opatowski;2606072;gm.w Tarłów;Tarnobrzeski;5067;2101;2027;41,4644;40,0039;0;91;445;623;510;432;0;87;421;601;501;417
6;lubelskie;620;zamojski;620062;gm.w Miączyn;Zamojski;5667;2389;2267;42,1563;40,0035;0;125;578;761;454;471;0;113;535;739;434;446
6;lubelskie;601;bialski;601072;gm.w Konstantynów;Bialskopodlaski;4060;1709;1624;42,0936;40;0;92;425;554;351;287;0;81;405;528;337;273
6;lubelskie;602;biłgorajski;602073;gm.m-w. Józefów;Zamojski;6706;2767;2682;41,2616;39,994;0;89;569;865;587;657;0;79;542;838;579;644
30;wielkopolskie;3017;ostrowski;3017072;gm.w Sieroszewice;Kaliski;9660;3972;3863;41,118;39,9896;0;166;998;1368;809;631;0;153;972;1343;785;610
6;lubelskie;618;tomaszowski;618092;gm.w Tarnawatka;Zamojski;3885;1600;1552;41,184;39,9485;0;74;358;547;323;298;0;66;343;533;320;290
14;mazowieckie;1410;łosicki;1410032;gm.w Olszanka;Bialskopodlaski;2914;1197;1164;41,0776;39,9451;0;51;249;375;278;244;0;48;241;363;272;240
18;podkarpackie;1810;łańcucki;1810042;gm.w Łańcut;Rzeszowski;22026;9022;8794;40,9607;39,9255;0;451;2253;3011;1616;1691;0;422;2177;2944;1588;1663
6;lubelskie;618;tomaszowski;618053;gm.m-w. Lubycza Królewska;Zamojski;6102;2495;2432;40,8882;39,8558;0;100;533;791;593;478;0;96;514;769;582;471
22;pomorskie;2215;wejherowski;2215082;gm.w Łęczyce;Gdański;12102;4953;4820;40,9271;39,8281;0;330;1352;1733;887;651;0;312;1306;1694;869;639
18;podkarpackie;1816;rzeszowski;1816143;gm.m-w. Tyczyn;Rzeszowski;10662;4370;4246;40,9867;39,8237;0;258;1118;1595;677;722;0;249;1082;1557;655;703
14;mazowieckie;1425;radomski;1425122;gm.w Wolanów;Radomski;8894;3663;3541;41,1851;39,8134;0;190;988;1287;671;527;0;176;938;1253;659;515
20;podlaskie;2014;zambrowski;2014032;gm.w Rutki;Łomżyński;5427;2260;2160;41,6436;39,801;0;130;529;725;451;425;0;121;493;695;440;411
20;podlaskie;2001;augustowski;2001043;gm.m-w. Lipsk;Suwalski;4980;2046;1982;41,0843;39,7992;0;83;378;637;468;480;0;78;363;622;455;464
6;lubelskie;620;zamojski;620102;gm.w Skierbieszów;Zamojski;5086;2089;2024;41,0735;39,7955;0;95;442;647;382;523;0;89;422;630;374;509
14;mazowieckie;1409;lipski;1409022;gm.w Ciepielów;Radomski;5504;2261;2190;41,0792;39,7892;0;111;535;729;443;443;0;102;512;710;435;431
26;świętokrzyskie;2611;starachowicki;2611042;gm.w Pawłów;Kielecki;15187;6240;6042;41,0878;39,784;0;341;1620;2096;1089;1094;0;326;1551;2043;1056;1066
24;śląskie;2411;raciborski;2411082;gm.w Rudnik;Katowicki;5150;2084;2048;40,466;39,767;0;132;525;699;326;402;0;130;510;691;322;395
20;podlaskie;2002;białostocki;2002103;gm.m-w. Suraż;Białostocki;1937;799;770;41,2494;39,7522;0;36;179;256;140;188;0;32;170;250;139;179
12;małopolskie;1210;nowosądecki;1210062;gm.w Korzenna;Nowosądecki;14546;5921;5782;40,7053;39,7498;0;338;1776;2063;928;816;0;320;1730;2026;914;792
18;podkarpackie;1810;łańcucki;1810072;gm.w Żołynia;Rzeszowski;7037;2864;2797;40,6992;39,7471;0;120;740;936;512;556;0;112;716;924;504;541
6;lubelskie;609;lubelski;609062;gm.w Jabłonna;Lubelski;8107;3363;3222;41,4827;39,7434;0;171;808;1229;603;552;0;155;761;1184;592;530
16;opolskie;1610;prudnicki;1610023;gm.m-w. Głogówek;Opolski;13138;5422;5220;41,2696;39,7321;0;259;1310;1683;1034;1136;0;231;1269;1634;1006;1080
20;podlaskie;2002;białostocki;2002063;gm.m-w. Łapy;Białostocki;21653;8965;8602;41,403;39,7266;0;371;1969;2607;2058;1960;0;323;1860;2516;1999;1904
14;mazowieckie;1430;szydłowiecki;1430012;gm.w Chlewiska;Radomski;5865;2394;2329;40,8184;39,7101;0;91;576;780;506;441;0;88;558;757;493;433
26;świętokrzyskie;2605;konecki;2605072;gm.w Smyków;Kielecki;3768;1562;1496;41,4544;39,7028;0;85;389;509;290;289;0;77;368;489;282;280
28;warmińsko-mazurskie;2813;olecki;2813052;gm.w Świętajno;Suwalski;3906;1601;1550;40,9882;39,6825;0;91;423;482;351;254;0;87;400;470;343;250
6;lubelskie;603;chełmski;603122;gm.w Wierzbica;Chełmski;5000;2081;1984;41,62;39,68;0;109;497;656;437;382;0;100;458;630;425;371
6;lubelskie;606;krasnostawski;606052;gm.w Krasnystaw;Chełmski;8460;3527;3355;41,6903;39,6572;0;165;795;1150;817;600;0;149;753;1103;789;561
6;lubelskie;601;bialski;601192;gm.w Zalesie;Bialskopodlaski;4378;1814;1736;41,4344;39,6528;0;83;446;627;331;327;0;74;418;601;322;321
18;podkarpackie;1820;tarnobrzeski;1820013;gm.m-w. Baranów Sandomierski;Tarnobrzeski;11770;4765;4664;40,4843;39,6262;0;244;1103;1598;921;899;0;234;1067;1573;904;886
28;warmińsko-mazurskie;2811;nidzicki;2811022;gm.w Janowo;Olsztyński;2633;1091;1042;41,4356;39,5746;0;79;237;326;226;223;0;75;220;315;214;218
16;opolskie;1603;kędzierzyńsko-kozielski;1603022;gm.w Bierawa;Opolski;7895;3196;3124;40,4813;39,5693;0;172;762;1011;626;625;0;160;744;986;620;614
14;mazowieckie;1430;szydłowiecki;1430042;gm.w Orońsko;Radomski;5953;2438;2355;40,9541;39,5599;0;138;632;814;453;401;0;129;610;798;439;379
30;wielkopolskie;3012;krotoszyński;3012052;gm.w Rozdrażew;Kaliski;5151;2074;2037;40,264;39,5457;0;119;542;669;403;341;0;116;531;658;395;337
14;mazowieckie;1403;garwoliński;1403122;gm.w Trojanów;Siedlecki;7236;2959;2861;40,8928;39,5384;0;134;742;984;541;558;0;124;704;958;527;548
6;lubelskie;602;biłgorajski;602142;gm.w Turobin;Zamojski;5942;2435;2349;40,9795;39,5321;0;70;466;703;502;694;0;66;444;682;483;674
28;warmińsko-mazurskie;2816;piski;2816013;gm.m-w. Biała Piska;Suwalski;11534;4780;4559;41,4427;39,5266;0;312;1194;1595;877;802;0;286;1132;1523;848;770
20;podlaskie;2005;hajnowski;2005082;gm.w Narew;Białostocki;3417;1405;1350;41,1179;39,5083;0;35;275;397;301;397;0;31;260;386;292;381
6;lubelskie;619;włodawski;619052;gm.w Urszulin;Chełmski;4164;1715;1645;41,1864;39,5053;0;91;399;555;372;298;0;84;373;539;365;284
20;podlaskie;2011;sokólski;2011062;gm.w Nowy Dwór;Białostocki;2573;1061;1016;41,2359;39,487;0;46;219;322;207;267;0;41;209;303;201;262
14;mazowieckie;1425;radomski;1425132;gm.w Zakrzew;Radomski;13308;5423;5253;40,7499;39,4725;0;354;1430;1994;941;704;0;321;1376;1938;925;693
10;łódzkie;1016;tomaszowski;1016032;gm.w Budziszewice;Piotrkowski;2161;897;853;41,5086;39,4725;0;48;218;283;186;162;0;44;206;269;179;155
12;małopolskie;1209;myślenicki;1209022;gm.w Lubień;Nowosądecki;10080;4059;3977;40,2679;39,4544;0;247;1274;1324;632;582;0;237;1246;1307;619;568
14;mazowieckie;1422;przasnyski;1422062;gm.w Krzynowłoga Mała;Ostrołęcki;3417;1421;1348;41,5862;39,4498;0;80;337;455;271;278;0;77;317;431;257;266
6;lubelskie;618;tomaszowski;618132;gm.w Ulhówek;Zamojski;4455;1822;1757;40,8979;39,4388;0;60;394;555;397;416;0;58;376;531;389;403
14;mazowieckie;1409;lipski;1409012;gm.w Chotcza;Radomski;2333;941;920;40,3343;39,4342;0;24;201;284;220;212;0;24;192;276;219;209
6;lubelskie;602;biłgorajski;602053;gm.m-w. Frampol;Zamojski;6059;2460;2389;40,6008;39,4289;0;126;517;769;493;555;0;124;488;745;485;547
14;mazowieckie;1436;zwoleński;1436042;gm.w Tczów;Radomski;4874;1964;1920;40,2954;39,3927;0;112;505;657;372;318;0;106;489;643;368;314
14;mazowieckie;1416;ostrowski;1416043;gm.m-w. Brok;Ostrołęcki;2780;1146;1095;41,223;39,3885;0;57;261;382;239;207;0;52;247;361;229;206
6;lubelskie;618;tomaszowski;618082;gm.w Susiec;Zamojski;7384;3025;2908;40,967;39,3824;0;104;660;955;649;657;0;97;624;925;632;630
6;lubelskie;603;chełmski;603062;gm.w Kamień;Chełmski;4162;1735;1639;41,6867;39,3801;0;87;400;635;332;281;0;73;368;609;322;267
12;małopolskie;1205;gorlicki;1205033;gm.m-w. Bobowa;Nowosądecki;9805;3964;3861;40,4284;39,3779;0;238;1107;1356;657;606;0;224;1071;1328;647;591
14;mazowieckie;1425;radomski;1425052;gm.w Jedlińsk;Radomski;14623;5916;5755;40,4568;39,3558;0;323;1584;2058;1095;856;0;300;1521;2017;1075;842
14;mazowieckie;1410;łosicki;1410012;gm.w Huszlew;Bialskopodlaski;2780;1140;1094;41,0072;39,3525;0;62;237;364;213;264;0;60;227;349;202;256
6;lubelskie;615;radzyński;615082;gm.w Wohyń;Bialskopodlaski;6501;2663;2558;40,9629;39,3478;0;125;585;797;577;579;0;119;548;762;560;569
28;warmińsko-mazurskie;2810;mrągowski;2810052;gm.w Sorkwity;Olsztyński;4480;1827;1762;40,7813;39,3304;0;118;445;624;352;288;0;110;432;600;342;278
12;małopolskie;1216;tarnowski;1216013;gm.m-w. Ciężkowice;Tarnowski;11237;4520;4418;40,2243;39,3165;0;233;1277;1458;776;776;0;226;1246;1435;754;757
20;podlaskie;2012;suwalski;2012062;gm.w Rutka-Tartak;Suwalski;2330;942;916;40,4292;39,3133;0;67;206;330;154;185;0;63;196;322;152;183
6;lubelskie;601;bialski;601122;gm.w Rokitno;Bialskopodlaski;2933;1194;1153;40,7092;39,3113;0;67;282;397;228;220;0;59;270;391;219;214
6;lubelskie;620;zamojski;620092;gm.w Sitno;Zamojski;6719;2738;2640;40,7501;39,2916;0;140;659;877;589;473;0;132;616;851;578;463
30;wielkopolskie;3031;złotowski;3031082;gm.w Złotów;Pilski;10005;4023;3931;40,2099;39,2904;0;300;1033;1351;771;568;0;284;997;1328;763;559
24;śląskie;2411;raciborski;2411072;gm.w Pietrowice Wielkie;Katowicki;6888;2750;2706;39,9245;39,2857;0;159;658;927;469;537;0;152;644;917;464;529
26;świętokrzyskie;2606;opatowski;2606012;gm.w Baćkowice;Tarnobrzeski;4837;1964;1899;40,6037;39,2599;0;68;474;667;379;376;0;63;453;650;366;367
16;opolskie;1611;strzelecki;1611033;gm.m-w. Kolonowskie;Opolski;5863;2362;2300;40,2865;39,2291;0;102;573;729;450;508;0;97;553;711;435;504
6;lubelskie;620;zamojski;620052;gm.w Łabunie;Zamojski;6190;2527;2427;40,8239;39,2084;0;137;644;819;475;452;0;123;616;787;466;435
20;podlaskie;2005;hajnowski;2005032;gm.w Czeremcha;Białostocki;3064;1254;1201;40,9269;39,1971;0;42;201;350;301;360;0;38;190;333;292;348
12;małopolskie;1210;nowosądecki;1210022;gm.w Chełmiec;Nowosądecki;28959;11589;11347;40,0186;39,183;0;622;3452;4217;1875;1423;0;597;3378;4135;1841;1396
18;podkarpackie;1813;przemyski;1813102;gm.w Żurawica;Przemyski;12940;5210;5070;40,2628;39,1808;0;248;1314;1794;993;861;0;236;1271;1751;973;839
18;podkarpackie;1811;mielecki;1811052;gm.w Mielec;Rzeszowski;13445;5477;5267;40,7363;39,1744;0;271;1305;1991;963;947;0;254;1247;1925;920;921
6;lubelskie;620;zamojski;620133;gm.m-w. Szczebrzeszyn;Zamojski;11083;4502;4341;40,6208;39,1681;0;182;1020;1395;981;924;0;162;969;1354;952;904
14;mazowieckie;1407;kozienicki;1407022;gm.w Głowaczów;Radomski;7060;2846;2765;40,3116;39,1643;0;146;723;939;582;456;0;133;694;916;574;448
22;pomorskie;2201;bytowski;2201052;gm.w Lipnica;Słupski;5202;2091;2037;40,1961;39,158;0;129;564;666;390;342;0;122;543;655;383;334
20;podlaskie;2003;bielski;2003042;gm.w Boćki;Białostocki;4099;1660;1605;40,4977;39,1559;0;57;328;480;295;500;0;52;306;463;292;492
20;podlaskie;2002;białostocki;2002143;gm.m-w. Zabłudów;Białostocki;9386;3799;3675;40,4752;39,1541;0;198;875;1322;718;686;0;182;838;1287;694;674
12;małopolskie;1205;gorlicki;1205042;gm.w Gorlice;Nowosądecki;17271;6905;6762;39,9803;39,1523;0;302;1741;2396;1272;1194;0;279;1706;2360;1247;1170
14;mazowieckie;1426;siedlecki;1426042;gm.w Mokobody;Siedlecki;4922;1986;1927;40,3495;39,1508;0;85;466;639;357;439;0;81;447;624;352;423
6;lubelskie;609;lubelski;609152;gm.w Wysokie;Zamojski;4353;1768;1704;40,6157;39,1454;0;47;362;548;348;463;0;42;339;536;336;451
6;lubelskie;614;puławski;614072;gm.w Markuszów;Lubelski;2943;1203;1151;40,8767;39,1098;0;63;261;410;232;237;0;53;250;398;225;225
6;lubelskie;607;kraśnicki;607083;gm.m-w. Urzędów;Lubelski;8453;3467;3304;41,015;39,0867;0;158;728;1132;729;720;0;141;687;1090;695;691
14;mazowieckie;1426;siedlecki;1426062;gm.w Paprotnia;Siedlecki;2501;1005;977;40,1839;39,0644;0;34;215;339;189;228;0;33;203;333;185;223
6;lubelskie;603;chełmski;603142;gm.w Żmudź;Chełmski;3022;1224;1180;40,503;39,047;0;53;322;403;237;209;0;45;308;389;235;203
6;lubelskie;612;opolski;612012;gm.w Chodel;Lubelski;6536;2652;2550;40,5753;39,0147;0;169;643;893;453;494;0;152;613;867;443;475
6;lubelskie;601;bialski;601032;gm.w Biała Podlaska;Bialskopodlaski;14542;5907;5670;40,6203;38,9905;0;398;1677;2183;922;727;0;362;1577;2115;908;708
6;lubelskie;610;łęczyński;610042;gm.w Milejów;Lubelski;9029;3676;3517;40,7133;38,9523;0;178;791;1207;734;766;0;159;734;1164;718;742
20;podlaskie;2009;sejneński;2009032;gm.w Krasnopol;Suwalski;3756;1501;1463;39,9627;38,951;0;68;338;484;313;298;0;65;326;475;306;291
6;lubelskie;618;tomaszowski;618042;gm.w Krynice;Zamojski;3204;1284;1247;40,0749;38,9201;0;48;274;382;257;323;0;45;263;379;252;308
18;podkarpackie;1819;strzyżowski;1819012;gm.w Czudec;Rzeszowski;11777;4704;4583;39,9423;38,9148;0;220;1227;1571;846;840;0;212;1190;1547;820;814
18;podkarpackie;1820;tarnobrzeski;1820022;gm.w Gorzyce;Tarnobrzeski;13050;5239;5073;40,1456;38,8736;0;218;1256;1651;1175;939;0;196;1208;1613;1148;908
10;łódzkie;1014;sieradzki;1014032;gm.w Brąszewice;Sieradzki;4466;1772;1736;39,6776;38,8715;0;77;478;591;280;346;0;75;465;581;276;339
6;lubelskie;603;chełmski;603153;gm.m-w. Rejowiec;Chełmski;6295;2556;2445;40,6037;38,8403;0;131;563;834;534;494;0;115;535;804;517;474
2;dolnośląskie;225;zgorzelecki;225043;gm.m-w. Pieńsk;Jeleniogórski;9025;3709;3505;41,097;38,8366;0;181;774;1205;809;740;0;168;741;1177;786;633
14;mazowieckie;1425;radomski;1425082;gm.w Pionki;Radomski;9932;3953;3857;39,8006;38,8341;0;197;997;1356;801;602;0;182;962;1329;791;593
14;mazowieckie;1425;radomski;1425103;gm.m-w. Skaryszew;Radomski;14821;5934;5755;40,0378;38,83;0;374;1661;2112;1013;774;0;347;1601;2060;988;759
22;pomorskie;2213;starogardzki;2213132;gm.w Zblewo;Gdański;11959;4756;4642;39,7692;38,816;0;301;1386;1600;851;618;0;285;1342;1581;835;599
18;podkarpackie;1813;przemyski;1813032;gm.w Fredropol;Przemyski;5393;2166;2092;40,1632;38,791;0;109;552;726;411;368;0;97;534;703;404;354
16;opolskie;1611;strzelecki;1611073;gm.m-w. Zawadzkie;Opolski;11206;4422;4344;39,461;38,7649;0;191;1041;1389;838;963;0;186;1021;1363;827;947
16;opolskie;1608;oleski;1608023;gm.m-w. Gorzów Śląski;Częstochowski;7108;2809;2755;39,5189;38,7591;0;140;610;896;589;574;0;137;589;875;583;571
12;małopolskie;1202;brzeski;1202062;gm.w Iwkowa;Tarnowski;6512;2575;2523;39,5424;38,7439;0;146;667;899;406;457;0;143;654;882;396;448
12;małopolskie;1216;tarnowski;1216153;gm.m-w. Żabno;Tarnowski;18862;7484;7307;39,6777;38,7393;0;364;1854;2491;1367;1408;0;341;1800;2439;1353;1374
6;lubelskie;607;kraśnicki;607042;gm.w Gościeradów;Tarnobrzeski;7153;2887;2771;40,3607;38,739;0;116;663;902;595;611;0;106;626;873;579;587
18;podkarpackie;1814;przeworski;1814022;gm.w Adamówka;Przemyski;4025;1621;1559;40,2733;38,7329;0;85;387;544;307;298;0;80;367;527;297;288
6;lubelskie;618;tomaszowski;618072;gm.w Rachanie;Zamojski;5000;1978;1936;39,56;38,72;0;56;390;617;457;458;0;52;382;604;446;452
6;lubelskie;606;krasnostawski;606102;gm.w Siennica Różana;Chełmski;4118;1687;1594;40,9665;38,7081;0;73;382;526;347;359;0;68;361;499;329;337
6;lubelskie;607;kraśnicki;607072;gm.w Trzydnik Duży;Tarnobrzeski;6390;2618;2473;40,9703;38,7011;0;127;589;797;513;592;0;107;543;763;489;571
14;mazowieckie;1425;radomski;1425072;gm.w Kowala;Radomski;12273;4889;4749;39,8354;38,6947;0;288;1203;1907;788;703;0;272;1157;1864;771;685
10;łódzkie;1001;bełchatowski;1001042;gm.w Kleszczów;Piotrkowski;6418;2537;2480;39,5294;38,6413;0;158;721;948;399;311;0;151;695;935;393;306
18;podkarpackie;1813;przemyski;1813082;gm.w Przemyśl;Przemyski;10709;4245;4137;39,6396;38,6311;0;210;1048;1546;808;633;0;191;1022;1517;793;614
18;podkarpackie;1804;jarosławski;1804042;gm.w Jarosław;Przemyski;13228;5252;5109;39,7037;38,6226;0;252;1338;1781;1047;834;0;236;1305;1733;1018;817
16;opolskie;1611;strzelecki;1611022;gm.w Jemielnica;Opolski;7224;2865;2790;39,6595;38,6213;0;145;765;918;524;513;0;129;743;896;515;507
20;podlaskie;2011;sokólski;2011032;gm.w Korycin;Białostocki;3172;1264;1225;39,8487;38,6192;0;85;276;392;239;272;0;74;260;387;238;266
30;wielkopolskie;3007;kaliski;3007102;gm.w Szczytniki;Kaliski;7797;3152;3011;40,4258;38,6174;0;164;727;1052;606;603;0;146;690;1001;589;585
16;opolskie;1603;kędzierzyńsko-kozielski;1603062;gm.w Reńska Wieś;Opolski;8299;3261;3204;39,2939;38,6071;0;144;872;1069;633;543;0;140;863;1050;616;535
6;lubelskie;618;tomaszowski;618112;gm.w Tomaszów Lubelski;Zamojski;11292;4522;4352;40,0461;38,5406;0;187;1073;1665;846;751;0;168;1032;1609;822;721
12;małopolskie;1210;nowosądecki;1210163;gm.m-w. Stary Sącz;Nowosądecki;23793;9341;9169;39,2594;38,5365;0;501;2540;3196;1681;1423;0;475;2490;3142;1653;1409
16;opolskie;1608;oleski;1608033;gm.m-w. Olesno;Częstochowski;17640;6929;6797;39,28;38,5317;0;310;1591;2170;1375;1483;0;295;1555;2133;1356;1458
18;podkarpackie;1811;mielecki;1811022;gm.w Borowa;Rzeszowski;5490;2182;2114;39,745;38,5064;0;88;553;690;411;440;0;82;533;667;399;433
22;pomorskie;2207;kwidzyński;2207022;gm.w Gardeja;Elbląski;8387;3355;3227;40,0024;38,4762;0;248;812;1134;672;489;0;231;773;1094;649;480
2;dolnośląskie;204;górowski;204022;gm.w Jemielno;Leszczyński;2967;1177;1141;39,6697;38,4564;0;45;268;349;271;244;0;40;254;341;265;241
20;podlaskie;2012;suwalski;2012092;gm.w Wiżajny;Suwalski;2311;915;888;39,5932;38,4249;0;46;177;281;192;219;0;44;174;275;186;209
6;lubelskie;603;chełmski;603092;gm.w Ruda-Huta;Chełmski;4474;1800;1719;40,2325;38,422;0;108;382;619;370;321;0;95;357;595;360;312
14;mazowieckie;1410;łosicki;1410062;gm.w Stara Kornica;Bialskopodlaski;4696;1860;1804;39,6082;38,4157;0;88;421;575;349;427;0;84;400;560;342;418
28;warmińsko-mazurskie;2817;szczycieński;2817083;gm.m-w. Wielbark;Olsztyński;6456;2583;2479;40,0093;38,3984;0;168;632;909;501;373;0;153;599;878;493;356
26;świętokrzyskie;2604;kielecki;2604112;gm.w Mniów;Kielecki;9341;3681;3585;39,4069;38,3792;0;183;942;1255;707;594;0;169;918;1227;692;579
18;podkarpackie;1804;jarosławski;1804032;gm.w Chłopice;Przemyski;5524;2189;2118;39,6271;38,3418;0;69;514;739;445;422;0;63;497;721;429;408
14;mazowieckie;1433;węgrowski;1433022;gm.w Grębków;Siedlecki;4401;1739;1687;39,5137;38,3322;0;69;395;517;362;396;0;63;376;506;358;384
6;lubelskie;620;zamojski;620122;gm.w Sułów;Zamojski;4401;1749;1687;39,741;38,3322;0;67;355;526;388;413;0;61;338;513;378;397
10;łódzkie;1014;sieradzki;1014062;gm.w Goszczanów;Sieradzki;5419;2129;2076;39,2877;38,3097;0;86;489;714;382;458;0;78;474;699;378;447
14;mazowieckie;1425;radomski;1425042;gm.w Jastrzębia;Radomski;7016;2780;2687;39,6237;38,2982;0;126;756;929;564;405;0;120;724;897;550;396
12;małopolskie;1201;bocheński;1201092;gm.w Żegocina;Tarnowski;5582;2202;2137;39,4482;38,2838;0;95;632;720;411;344;0;91;605;703;397;341
12;małopolskie;1207;limanowski;1207122;gm.w Tymbark;Nowosądecki;6608;2593;2527;39,2403;38,2415;0;132;824;872;427;338;0;121;811;847;419;329
20;podlaskie;2010;siemiatycki;2010023;gm.m-w. Drohiczyn;Białostocki;6146;2438;2350;39,6681;38,2363;0;83;524;662;498;671;0;72;498;641;484;655
22;pomorskie;2212;słupski;2212042;gm.w Główczyce;Słupski;8880;3504;3395;39,4595;38,232;0;204;890;1107;760;543;0;193;854;1081;735;532
6;lubelskie;611;łukowski;611032;gm.w Adamów;Siedlecki;5511;2193;2104;39,7931;38,1782;0;91;527;711;422;442;0;82;502;681;409;430
12;małopolskie;1216;tarnowski;1216053;gm.m-w. Radłów;Tarnowski;9604;3790;3666;39,4627;38,1716;0;190;1021;1303;673;603;0;177;978;1265;654;592
6;lubelskie;605;janowski;605072;gm.w Potok Wielki;Tarnobrzeski;4561;1797;1740;39,3993;38,1495;0;90;433;616;308;350;0;81;418;599;300;342
30;wielkopolskie;3013;leszczyński;3013062;gm.w Wijewo;Leszczyński;3863;1503;1473;38,9076;38,131;0;106;371;492;259;275;0;103;359;487;256;268
18;podkarpackie;1813;przemyski;1813062;gm.w Medyka;Przemyski;6559;2585;2501;39,4115;38,1308;0;150;645;856;564;370;0;133;629;830;545;364
6;lubelskie;607;kraśnicki;607092;gm.w Wilkołaz;Lubelski;5510;2192;2101;39,7822;38,1307;0;103;554;686;438;411;0;90;524;662;425;400
24;śląskie;2405;gliwicki;2405082;gm.w Wielowieś;Katowicki;5821;2318;2219;39,8213;38,1206;0;122;592;782;417;405;0;116;563;756;398;386
14;mazowieckie;1422;przasnyski;1422023;gm.m-w. Chorzele;Ostrołęcki;10075;3968;3840;39,3846;38,1141;0;202;939;1381;729;717;0;184;903;1344;710;699
20;podlaskie;2003;bielski;2003072;gm.w Rudka;Białostocki;1851;739;705;39,9244;38,0875;0;27;155;218;163;176;0;23;142;212;156;172
6;lubelskie;603;chełmski;603113;gm.m-w. Siedliszcze;Chełmski;6768;2675;2577;39,5242;38,0762;0;154;591;880;563;487;0;143;565;849;546;474
20;podlaskie;2013;wysokomazowiecki;2013072;gm.w Nowe Piekuty;Łomżyński;3816;1503;1451;39,3868;38,0241;0;97;333;450;274;349;0;89;316;437;266;343
18;podkarpackie;1811;mielecki;1811062;gm.w Padew Narodowa;Tarnobrzeski;5358;2102;2035;39,2311;37,9806;0;97;513;680;399;413;0;92;495;659;388;401
14;mazowieckie;1436;zwoleński;1436012;gm.w Kazanów;Radomski;4475;1766;1699;39,4637;37,9665;0;93;439;550;323;361;0;87;417;522;315;358
18;podkarpackie;1807;krośnieński;1807083;gm.m-w. Rymanów;Krośnieński;15877;6155;6023;38,7668;37,9354;0;212;1408;1992;1292;1251;0;204;1369;1956;1272;1222
12;małopolskie;1210;nowosądecki;1210092;gm.w Łącko;Nowosądecki;16579;6423;6287;38,7418;37,9215;0;412;1819;2247;1046;899;0;395;1774;2210;1027;881
20;podlaskie;2012;suwalski;2012052;gm.w Raczki;Suwalski;5860;2293;2221;39,1297;37,901;0;131;538;750;465;409;0;121;520;728;456;396
16;opolskie;1603;kędzierzyńsko-kozielski;1603042;gm.w Pawłowiczki;Opolski;7277;2824;2758;38,8072;37,9002;0;156;660;907;546;555;0;145;639;887;540;547
14;mazowieckie;1434;wołomiński;1434082;gm.w Poświętne;Siedlecki;6239;2468;2363;39,5576;37,8747;0;129;648;864;479;348;0;119;606;831;467;340
20;podlaskie;2010;siemiatycki;2010052;gm.w Mielnik;Białostocki;2298;910;869;39,5997;37,8155;0;30;137;248;187;308;0;27;130;233;179;300
12;małopolskie;1210;nowosądecki;1210152;gm.w Rytro;Nowosądecki;3752;1445;1417;38,5128;37,7665;0;67;377;516;251;234;0;64;368;508;247;230
20;podlaskie;2009;sejneński;2009052;gm.w Sejny;Suwalski;3933;1539;1485;39,1304;37,7574;0;61;363;462;318;335;0;51;347;448;314;325
18;podkarpackie;1805;jasielski;1805092;gm.w Skołyszyn;Krośnieński;12518;4803;4725;38,3687;37,7456;0;215;1115;1626;931;916;0;204;1097;1604;915;905
18;podkarpackie;1813;przemyski;1813072;gm.w Orły;Przemyski;8873;3478;3346;39,1976;37,7099;0;204;861;1193;666;554;0;194;815;1157;644;536
14;mazowieckie;1415;ostrołęcki;1415012;gm.w Baranowo;Ostrołęcki;6460;2562;2436;39,6594;37,709;0;110;607;883;461;501;0;96;574;854;436;476
12;małopolskie;1207;limanowski;1207042;gm.w Jodłownik;Nowosądecki;8717;3372;3285;38,683;37,685;0;164;965;1120;562;561;0;154;932;1097;552;550
6;lubelskie;607;kraśnicki;607062;gm.w Szastarka;Tarnobrzeski;5733;2255;2160;39,3337;37,6766;0;110;497;704;461;483;0;103;467;670;446;474
