wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�;w1_zaszczepieni_w_wieku_0_11;w1_zaszczepieni_w_wieku_12_19;w1_zaszczepieni_w_wieku_20_39;w1_zaszczepieni_w_wieku_40_59;w1_zaszczepieni_w_wieku_60_69;w1_zaszczepieni_w_wieku_70plus;w3_zaszczepieni_pe�n�_dawk�_w_wieku_0_11;w3_zaszczepieni_pe�n�_dawk�_w_wieku_12_19;w3_zaszczepieni_pe�n�_dawk�_w_wieku_20_39;w3_zaszczepieni_pe�n�_dawk�_w_wieku_40_59;w3_zaszczepieni_pe�n�_dawk�_w_wieku_60_69;w3_zaszczepieni_pe�n�_dawk�_w_wieku_70plus
14;mazowieckie;1408;legionowski;1408022;gm.w Jabłonna;Warszawski;20096;12479;12158;62,0969;60,4996;0;1324;3056;5157;1628;1314;0;1250;2977;5046;1593;1292
32;zachodniopomorskie;3207;kamieński;3207013;gm.m-w. Dziwnów;Szczeciński;3939;2441;2383;61,97;60,4976;0;134;501;832;517;457;0;127;486;814;507;449
10;łódzkie;1002;kutnowski;1002011;Kutno;;43332;26874;26211;62,0188;60,4888;0;1287;5639;8594;5715;5639;0;1208;5465;8391;5618;5529
22;pomorskie;2204;gdański;2204011;Pruszcz Gdański;;31578;19537;19052;61,869;60,3331;0;1442;6009;6445;2807;2834;0;1353;5817;6345;2754;2783
4;kujawsko-pomorskie;403;bydgoski;403062;gm.w Osielsko;Bydgoski;15347;9429;9258;61,4387;60,3245;0;815;2527;3722;1411;954;0;786;2464;3668;1397;943
14;mazowieckie;1408;legionowski;1408032;gm.w Nieporęt;Warszawski;14841;9227;8947;62,1724;60,2857;0;797;2290;3433;1476;1231;0;753;2225;3346;1433;1190
14;mazowieckie;1432;warszawski zachodni;1432042;gm.w Leszno;Warszawski;10165;6277;6125;61,7511;60,2558;1;529;1472;2285;1131;859;0;502;1432;2240;1119;832
24;śląskie;2401;będziński;2401031;Wojkowice;Katowicki;8877;5467;5347;61,5861;60,2343;0;276;1281;1810;1111;989;0;267;1253;1780;1074;973
24;śląskie;2401;będziński;2401062;gm.w Psary;Katowicki;12268;7593;7383;61,8927;60,181;0;519;1615;2690;1376;1393;0;492;1556;2628;1348;1359
14;mazowieckie;1434;wołomiński;1434041;Zielonka;Warszawski;17486;10806;10518;61,798;60,151;0;760;2694;3765;1611;1976;0;724;2610;3674;1578;1932
14;mazowieckie;1412;miński;1412151;Sulejówek;Warszawski;19951;12290;11994;61,6009;60,1173;0;802;3222;4031;2123;2112;0;765;3131;3960;2079;2059
30;wielkopolskie;3001;chodzieski;3001011;Chodzież;Pilski;18229;11252;10948;61,7258;60,0581;0;711;2528;3554;2205;2254;0;666;2445;3467;2161;2209
14;mazowieckie;1405;grodziski;1405011;Milanówek;Warszawski;16478;10183;9892;61,7975;60,0316;0;698;2445;3349;1841;1850;0;659;2348;3268;1808;1809
14;mazowieckie;1414;nowodworski;1414011;Nowy Dwór Mazowiecki;Warszawski;28691;17692;17198;61,6639;59,9421;0;1107;4779;5779;3141;2886;0;1044;4620;5650;3067;2817
12;małopolskie;1206;krakowski;1206152;gm.w Wielka Wieś;Krakowski;13162;8074;7886;61,3433;59,9149;0;576;2443;2919;1206;930;0;549;2372;2875;1176;914
22;pomorskie;2212;słupski;2212011;Ustka;Słupski;15199;9367;9106;61,6291;59,9118;0;483;2002;2750;2014;2118;0;457;1924;2672;1974;2079
30;wielkopolskie;3021;poznański;3021083;gm.m-w. Kostrzyn;Poznański;18764;11573;11219;61,6766;59,79;0;920;3322;4021;1882;1428;0;868;3200;3917;1840;1394
22;pomorskie;2208;lęborski;2208021;Łeba;Słupski;3541;2167;2116;61,1974;59,7571;0;132;461;655;505;414;0;123;452;641;496;404
4;kujawsko-pomorskie;401;aleksandrowski;401021;Ciechocinek;Włocławski;10534;6419;6293;60,936;59,7399;0;325;1219;1724;1371;1780;0;310;1193;1695;1348;1747
30;wielkopolskie;3025;średzki;3025043;gm.m-w. Środa Wielkopolska;;32874;20123;19635;61,2125;59,7281;0;1254;5777;6536;3503;3053;0;1176;5615;6383;3466;2995
30;wielkopolskie;3021;poznański;3021113;gm.m-w. Murowana Goślina;Poznański;16942;10370;10111;61,2088;59,6801;0;729;2909;3537;2014;1181;0;688;2812;3470;1984;1157
30;wielkopolskie;3023;słupecki;3023011;Słupca;Koniński;13564;8273;8093;60,9923;59,6653;1;512;1883;2500;1738;1639;0;490;1835;2453;1704;1611
4;kujawsko-pomorskie;461;Bydgoszcz;461011;Bydgoszcz;;344091;208979;204495;60,7336;59,4305;1;11871;51645;62873;38101;44488;1;11294;50232;61798;37486;43684
12;małopolskie;1213;oświęcimski;1213082;gm.w Przeciszów;Bielski;6739;4079;4005;60,5283;59,4302;0;267;991;1366;753;702;0;253;971;1345;744;692
10;łódzkie;1004;łęczycki;1004011;Łęczyca;Płocki;13786;8375;8191;60,75;59,4153;0;484;1764;2661;1696;1770;0;457;1699;2617;1669;1749
30;wielkopolskie;3024;szamotulski;3024053;gm.m-w. Ostroróg;Poznański;4931;2974;2926;60,3123;59,3389;0;197;834;982;532;429;0;190;815;972;528;421
32;zachodniopomorskie;3211;policki;3211012;gm.w Dobra (Szczecińska);Szczeciński;25061;15221;14862;60,7358;59,3033;0;1338;3990;6432;2050;1411;0;1268;3883;6306;2018;1387
4;kujawsko-pomorskie;463;Toruń;463011;Toruń;;198613;120323;117750;60,5816;59,2861;0;7578;31007;36278;21978;23482;0;7114;30167;35728;21610;23131
30;wielkopolskie;3021;poznański;3021103;gm.m-w. Mosina;;33767;20495;20002;60,6954;59,2353;0;1528;5858;7071;3204;2834;0;1446;5680;6933;3160;2783
30;wielkopolskie;3021;poznański;3021093;gm.m-w. Kórnik;;30909;18700;18271;60,5002;59,1122;0;1523;6014;6934;2282;1947;0;1450;5855;6804;2238;1924
10;łódzkie;1020;zgierski;1020031;Zgierz;;55673;33838;32867;60,7799;59,0358;0;1962;7562;10987;6284;7043;0;1823;7277;10716;6150;6901
32;zachodniopomorskie;3262;Szczecin;3262011;Szczecin;;398255;241402;235063;60,6149;59,0232;1;13677;63124;72966;43107;48527;1;12758;61163;71326;42283;47532
24;śląskie;2475;Sosnowiec;2475011;Sosnowiec;;197586;119202;116528;60,3292;58,9758;0;5922;25559;36679;25586;25456;0;5604;24818;36001;25151;24954
8;lubuskie;862;Zielona Góra;862011;Zielona Góra;;140892;85152;83059;60,4378;58,9522;0;5139;21443;27036;15369;16165;0;4847;20789;26491;15058;15874
30;wielkopolskie;3014;międzychodzki;3014012;gm.w Chrzypsko Wielkie;Poznański;3306;2002;1947;60,5566;58,8929;0;114;578;628;367;315;0;106;560;615;358;308
30;wielkopolskie;3024;szamotulski;3024032;gm.w Kaźmierz;Poznański;8840;5326;5204;60,2489;58,8688;0;417;1557;1850;849;653;0;405;1499;1818;839;643
10;łódzkie;1005;łowicki;1005011;Łowicz;Skierniewicki;27896;16823;16409;60,3061;58,8221;0;831;3855;5298;3473;3366;0;785;3726;5190;3414;3294
12;małopolskie;1208;miechowski;1208042;gm.w Książ Wielki;Kielecki;5030;3030;2956;60,2386;58,7674;0;189;713;908;595;625;0;177;690;893;585;611
12;małopolskie;1206;krakowski;1206162;gm.w Zabierzów;Krakowski;27065;16222;15904;59,9372;58,7622;0;1107;4412;5729;2615;2359;0;1063;4319;5633;2573;2316
2;dolnośląskie;223;wrocławski;223022;gm.w Długołęka;;35144;21151;20630;60,1838;58,7013;1;1532;6847;7643;2880;2248;1;1470;6654;7503;2813;2189
30;wielkopolskie;3014;międzychodzki;3014043;gm.m-w. Sieraków;Poznański;8641;5193;5069;60,0972;58,6622;0;340;1431;1681;942;799;0;317;1394;1654;925;779
12;małopolskie;1206;krakowski;1206103;gm.m-w. Skała;Krakowski;10553;6356;6187;60,2293;58,6279;0;448;1781;2129;1057;941;0;424;1718;2089;1039;917
2;dolnośląskie;223;wrocławski;223083;gm.m-w. Siechnice;Wrocławski;24142;14533;14108;60,198;58,4376;0;996;4962;4984;2055;1536;0;942;4810;4868;1996;1492
22;pomorskie;2211;pucki;2211043;gm.m-w. Władysławowo;Gdański;15293;9188;8936;60,0798;58,432;0;640;2432;3065;1704;1347;0;598;2347;2989;1683;1319
22;pomorskie;2211;pucki;2211031;Puck;Gdański;11139;6665;6504;59,8348;58,3894;0;505;1575;2084;1168;1333;0;467;1536;2043;1146;1312
14;mazowieckie;1418;piaseczyński;1418013;gm.m-w. Góra Kalwaria;Warszawski;27044;16191;15784;59,8691;58,3641;0;1172;3972;5743;2749;2555;0;1109;3824;5630;2697;2524
14;mazowieckie;1412;miński;1412011;Mińsk Mazowiecki;;40916;24688;23874;60,3383;58,3488;0;1721;6529;8247;4064;4127;0;1620;6257;8021;3948;4028
22;pomorskie;2204;gdański;2204032;gm.w Kolbudy;Gdański;18165;10902;10594;60,0165;58,3209;0;970;3213;4022;1491;1206;0;920;3119;3939;1456;1160
24;śląskie;2401;będziński;2401021;Czeladź;;31039;18595;18097;59,9085;58,3041;0;1007;3860;5742;4080;3906;0;962;3739;5594;3980;3822
14;mazowieckie;1417;otwocki;1417021;Otwock;;44317;26612;25825;60,0492;58,2733;0;1843;6319;9015;4343;5092;0;1735;6092;8790;4246;4962
24;śląskie;2408;mikołowski;2408021;Mikołów;;41003;24387;23880;59,4761;58,2396;1;1755;6079;8217;4204;4131;0;1677;5942;8082;4128;4051
14;mazowieckie;1418;piaseczyński;1418052;gm.w Prażmów;Warszawski;11363;6833;6613;60,1338;58,1977;0;584;1753;2534;1149;813;0;548;1687;2453;1125;800
2;dolnośląskie;206;karkonoski;206011;Karpacz;Jeleniogórski;4487;2679;2610;59,7058;58,168;0;149;629;824;611;466;0;140;606;806;599;459
14;mazowieckie;1434;wołomiński;1434031;Ząbki;;38546;23080;22413;59,8765;58,1461;0;1817;7826;8736;2458;2243;0;1719;7554;8537;2411;2192
12;małopolskie;1206;krakowski;1206092;gm.w Mogilany;Krakowski;14423;8566;8384;59,3913;58,1294;0;695;2428;3189;1226;1028;0;670;2371;3132;1201;1010
30;wielkopolskie;3005;grodziski;3005012;gm.w Granowo;Poznański;5087;3039;2956;59,7405;58,1089;0;228;939;994;479;399;0;219;893;980;471;393
4;kujawsko-pomorskie;407;inowrocławski;407011;Inowrocław;;71674;42419;41598;59,1832;58,0378;0;2385;9281;13610;8827;8316;0;2285;9045;13409;8695;8164
4;kujawsko-pomorskie;411;radziejowski;411022;gm.w Bytoń;Włocławski;3411;2028;1979;59,4547;58,0182;0;145;474;663;367;379;0;136;453;653;363;374
10;łódzkie;1063;Skierniewice;1063011;Skierniewice;;47655;28359;27648;59,509;58,017;1;1681;6656;9059;5710;5252;1;1580;6440;8855;5607;5165
24;śląskie;2416;zawierciański;2416011;Poręba;Katowicki;8461;4990;4903;58,9765;57,9482;0;281;1022;1649;995;1043;0;270;996;1634;980;1023
24;śląskie;2465;Dąbrowa Górnicza;2465011;Dąbrowa Górnicza;;118285;70032;68431;59,2062;57,8526;1;3791;14806;22396;15725;13313;0;3594;14369;21954;15455;13059
